"id","kode_kbli","nama_kbli","keterangan","versi","created_at","created_by_id","rejected_at","rejected_by_id","status","updated_at","verified_at","verified_by_id"
"1652","47761","PERDAGANGAN ECERAN BUNGA POTONG/FLORIST","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1653","47762","PERDAGANGAN ECERAN TANAMAN HIAS, BIBIT BUAH-BUAHAN DAN TANAMAN OBAT","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1654","47763","PERDAGANGAN ECERAN PUPUK DAN PEMBERANTAS HAMA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1655","47764","PERDAGANGAN ECERAN PERLENGKAPAN DAN MEDIA TANAMAN HIAS","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1656","4777","PERDAGANGAN ECERAN BAHAN BAKAR BUKAN BAHAN BAKAR UNTUK KENDARAAN BERMOTOR DI TOKO","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1657","47771","PERDAGANGAN ECERAN MINYAK TANAH","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1658","47772","PERDAGANGAN ECERAN GAS ELPIJI","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1659","47779","PERDAGANGAN ECERAN BAHAN BAKAR LAINNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1660","4778","PERDAGANGAN ECERAN BARANG KERAJINAN DAN LUKISAN DI TOKO","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1661","47781","PERDAGANGAN ECERAN BARANG KERAJINAN DARI KAYU, BAMBU, ROTAN,PANDAN, RUMPUT DAN SEJENISNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1662","47782","PERDAGANGAN ECERAN BARANG KERAJINAN DARI KULIT, TULANG, TANDUK,GADING, BULU DAN BINATANG/HEWAN YANG DIAWETKAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1663","47783","PERDAGANGAN ECERAN BARANG KERAJINAN DARI LOGAM","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1664","47784","PERDAGANGAN ECERAN BARANG KERAJINAN DARI KERAMIK","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1665","47785","PERDAGANGAN ECERAN LUKISAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1666","47789","PERDAGANGAN ECERAN BARANG KERAJINAN DAN LUKISAN LAINNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1667","4779","PERDAGANGAN ECERAN KHUSUS BARANG LAINNYA YTDL","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1668","47791","PERDAGANGAN ECERAN MESIN PERTANIAN DAN PERLENGKAPANNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1669","47792","PERDAGANGAN ECERAN MESIN JAHIT DAN PERLENGKAPANNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1670","47793","PERDAGANGAN ECERAN MESIN LAINNYA DAN PERLENGKAPANNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1671","47794","PERDAGANGAN ECERAN ALAT TRANSPORTASI DARAT TIDAK BERMOTOR DAN PERLENGKAPANNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1672","47795","PERDAGANGAN ECERAN ALAT TRANSPORTASI AIR DAN PERLENGKAPANNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1673","47796","PERDAGANGAN ECERAN ALAT-ALAT PERTANIAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1674","47797","PERDAGANGAN ECERAN ALAT-ALAT PERTUKANGAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1675","478","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1676","4781","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOMODITI HASIL PERTANIAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1677","47811","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOMODITI PADI DAN PALAWIJA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1678","47812","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOMODITI BUAH-BUAHAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1679","47813","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOMODITI SAYUR-SAYURAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1680","47814","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOMODITI HASIL PETERNAKAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1681","47815","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOMODITI HASIL PERIKANAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1682","47816","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOMODITI HASIL KEHUTANAN DAN PERBURUAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1683","47819","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOMODITI TANAMAN HIAS DAN HASIL PERTANIAN LAINNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1684","4782","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR MAKANAN, MINUMAN DAN PRODUK TEMBAKAU HASIL INDUSTRI PENGOLAHAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1685","47821","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BERAS","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1686","47822","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR ROTI, KUE KERING, KUE BASAH DAN SEJENISNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1687","47823","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOPI, GULA PASIR, GULA MERAH DAN SEJENISNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1688","47824","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR TAHU, TEMPE, TAUCO DAN ONCOM","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1689","47825","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR DAGING OLAHAN DAN IKAN OLAHAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1690","47826","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR MINUMAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1691","47827","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR ROKOK DAN TEMBAKAU","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1692","47828","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR PAKAN TERNAK, PAKAN UNGGAS DAN PAKAN IKAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1693","47829","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOMODITI MAKANAN DAN MINUMAN YTDL","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1694","4783","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR TEKSTIL, PAKAIAN DAN ALAS KAKI","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1695","47831","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR TEKSTIL","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1696","47832","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR PAKAIAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1697","47833","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR SEPATU, SANDAL DAN ALAS KAKI LAINNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1698","47834","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR PELENGKAP PAKAIAN DAN BENANG","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1699","4784","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BAHAN KIMIA, FARMASI,KOSMETIK DAN YBDI","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1700","47841","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BAHAN KIMIA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1701","47842","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR FARMASI","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1702","47843","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR OBAT TRADISIONAL","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1703","47844","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOSMETIK","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1704","47845","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR PUPUK DAN PEMBERANTAS HAMA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1705","47846","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR AROMATIK/PENYEGAR (MINYAK ATSIRI)","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1706","47849","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BAHAN KIMIA, FARMASI KOSMETIK DAN ALAT LABORATORIUM DAN YBDI YTDL","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1707","4785","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG PRIBADI","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1708","47851","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KACA MATA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1709","47852","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG PERHIASAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1710","47853","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR JAM","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1711","47854","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR TAS, DOMPET, KOPER,RANSEL DAN SEJENISNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1712","47855","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR PERLENGKAPAN PENGENDARA SEPEDA MOTOR","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1713","47859","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG KEPERLUAN PRIBADI LAINYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1714","4786","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR PERLENGKAPAN RUMAH TANGGA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1715","47861","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG ELEKTRONIK","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1716","47862","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR ALAT DAN PERLENGKAPAN LISTRIK","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1717","47863","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG PECAH BELAH DAN PERLENGKAPAN DAPUR DARI PLASTIK/MELAMIN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1718","47864","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG PECAH BELAH DAN PERLENGKAPAN DAPUR DARI BATU ATAU TANAH LIAT","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1719","47865","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG DAN PERLENGKAPAN DAPUR DARI KAYU, BAMBU ATAU ROTAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1720","47866","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG PECAH BELAH DAN PERLENGKAPAN DAPUR BUKAN DARI PLASTIK, BATU, TANAH LIAT, KAYU, BAMBU ATAU ROTAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1721","47867","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR ALAT KEBERSIHAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1722","47869","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR PERLENGKAPAN RUMAH TANGGA LAINNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1723","4787","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KERTAS, BARANG DARI KERTAS, ALAT TULIS, BARANG CETAKAN, ALAT OLAHRAGA, ALAT MUSIK, ALAT FOTOGRAFI DAN KOMPUTER","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1724","47871","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KERTAS, KARTON DAN BARANG DARI KERTAS","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1725","47872","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR ALAT TULIS MENULIS DAN GAMBAR","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1726","47873","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR HASIL PENCETAKAN DAN PENERBITAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1727","47874","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR ALAT OLAHRAGA DAN ALAT MUSIK","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1728","47875","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR ALAT FOTOGRAFI, ALAT OPTIK DAN PERLENGKAPANNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1729","47876","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR MESIN KANTOR","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1730","47877","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR PERALATAN TELEKOMUNIKASI","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1731","47879","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR CAMPURAN KERTAS, KARTON,BARANG DARI KERTAS, ALAT TULIS-MENULIS, ALAT GAMBAR, HASIL PENCETAKAN,PENERBITAN DAN LAINNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1732","4788","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG KERAJINAN, MAINAN ANAK-ANAK DAN LUKISAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1733","47881","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG KERAJINAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1734","47882","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR MAINAN ANAK-ANAK","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1735","47883","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR LUKISAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1736","4789","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG LAINNYA DAN BARANG BEKAS","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1737","47891","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR HEWAN HIDUP","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1738","47892","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BAHAN BAKAR MINYAK, GAS,MINYAK PELUMAS DAN BAHAN BAKAR LAINNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1739","47893","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG ANTIK","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1740","47894","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG BEKAS PERLENGKAPAN RUMAH TANGGA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1741","47895","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR PAKAIAN, ALAS KAKI,PERLENGKAPAN PAKAIAN DAN BARANG PERLENGKAPAN PRIBADI BEKAS","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1742","47896","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG LISTRIK DAN ELEKTRONIK BEKAS","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1743","47897","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG BEKAS CAMPURAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1744","47899","PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG LAINNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1745","479","PERDAGANGAN ECERAN BUKAN DI TOKO, KAKI LIMA DAN LOS PASAR","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1746","4791","PERDAGANGAN ECERAN MELALUI PEMESANAN POS ATAU INTERNET","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1747","47911","PERDAGANGAN ECERAN MELALUI MEDIA UNTUK KOMODITI MAKANAN, MINUMAN,TEMBAKAU, KIMIA, FARMASI, KOSMETIK DAN ALAT LABORATORIUM","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1748","47912","PERDAGANGAN ECERAN MELALUI MEDIA UNTUK KOMODITI TEKSTIL, PAKAIAN,ALAS KAKI DAN BARANG KEPERLUAN PRIBADI","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1749","47913","PERDAGANGAN ECERAN MELALUI MEDIA UNTUK BARANG PERLENGKAPAN RUMAH TANGGA DAN PERLENGKAPAN DAPUR","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1750","47914","PERDAGANGAN ECERAN MELALUI MEDIA UNTUK BARANG CAMPURAN SEBAGAIMANA TERSEBUT DALAM 47911 S.D. 47913","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1751","47919","PERDAGANGAN ECERAN MELALUI MEDIA UNTUK BERBAGAI MACAM BARANG LAINNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1752","4792","PERDAGANGAN ECERAN ATAS DASAR BALAS JASA (FEE) ATAU KONTRAK","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1753","47920","PERDAGANGAN ECERAN ATAS DASAR BALAS JASA (FEE) ATAU KONTRAK","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1754","4799","PERDAGANGAN ECERAN BUKAN DI TOKO, KIOS, KAKI LIMA DAN LOS PASAR LAINNYA","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1755","47991","PERDAGANGAN ECERAN KELILING KOMODITI MAKANAN DARI HASIL PERTANIAN","","","11/29/2016 08:19:45","","","","6","11/29/2016 08:19:45","",""
"1756","47992","PERDAGANGAN ECERAN KELILING KOMODITI MAKANAN, MINUMAN ATAU TEMBAKAU HASIL INDUSTRI PENGOLAHAN","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1757","47993","PERDAGANGAN ECERAN KELILING BAHAN KIMIA, FARMASI, KOSMETIK DAN ALAT LABORATORIUM","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1758","47994","PERDAGANGAN ECERAN KELILING TEKSTIL, PAKAIAN, ALAS KAKI DAN BARANG KEPERLUAN PRIBADI","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1759","47995","PERDAGANGAN ECERAN KELILING PERLENGKAPAN RUMAH TANGGA DAN PERLENGKAPAN DAPUR","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1760","47996","PERDAGANGAN ECERAN KELILING BAHAN BAKAR DAN MINYAK PELUMAS","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1761","47997","PERDAGANGAN ECERAN KELILING KERTAS, BARANG DARI KERTAS, ALAT TULIS,BARANG CETAKAN, ALAT OLAHRAGA, ALAT MUSIK, ALAT FOTOGRAFI DAN KOMPUTER","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1762","47998","PERDAGANGAN ECERAN KELILING BARANG KERAJINAN, MAINAN ANAK-ANAK DAN LUKISAN","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1763","47999","PERDAGANGAN ECERAN BUKAN DI TOKO, KIOS, KAKI LIMA DAN LOS PASAR LAINNYA YTDL","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1764","H","PENGANGKUTAN DAN PERGUDANGAN","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1765","49","ANGKUTAN DARAT DAN ANGKUTAN MELALUI SALURAN PIPA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1766","491","ANGKUTAN JALAN REL","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1767","4911","ANGKUTAN JALAN REL JARAK JAUH UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1768","49110","ANGKUTAN JALAN REL JARAK JAUH UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1769","4912","ANGKUTAN JALAN REL UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1770","49120","ANGKUTAN JALAN REL UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1771","492","ANGKUTAN BUS","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1772","4921","ANGKUTAN BUS BERTRAYEK","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1773","49211","ANGKUTAN BUS ANTAR KOTA ANTAR PROVINSI (AKAP)","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1774","49212","ANGKUTAN BUS PERBATASAN","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1775","49213","ANGKUTAN BUS ANTAR KOTA DALAM PROVINSI (AKDP)","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1776","49214","ANGKUTAN BUS KOTA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1777","49215","ANGKUTAN BUS LINTAS BATAS NEGARA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1778","49216","ANGKUTAN BUS KHUSUS","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1779","49219","ANGKUTAN BUS BERTRAYEK LAINNYA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1780","4922","ANGKUTAN BUS TIDAK BERTRAYEK","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1781","49221","ANGKUTAN BUS PARIWISATA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1782","49229","ANGKUTAN BUS TIDAK BERTRAYEK LAINNYA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1783","493","ANGKUTAN MELALUI SALURAN PIPA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1784","4930","ANGKUTAN MELALUI SALURAN PIPA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1785","49300","ANGKUTAN MELALUI SALURAN PIPA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1786","494","ANGKUTAN DARAT BUKAN BUS","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1787","4941","ANGKUTAN DARAT BUKAN BUS UNTUK PENUMPANG, BERTRAYEK","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1788","49411","ANGKUTAN PERBATASAN BUKAN BUS, BERTRAYEK","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1789","49412","ANGKUTAN ANTAR KOTA DALAM PROVINSI (AKDP) BUKAN BUS, BERTRAYEK","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1790","49413","ANGKUTAN PERKOTAAN BUKAN BUS, BERTRAYEK","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1791","49414","ANGKUTAN PERDESAAN BUKAN BUS, BERTRAYEK","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1792","49415","ANGKUTAN DARAT KHUSUS BUKAN BUS","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1793","4942","ANGKUTAN DARAT LAINNYA UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1794","49421","ANGKUTAN TAKSI","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1795","49422","ANGKUTAN SEWA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1796","49423","ANGKUTAN TIDAK BERMOTOR UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1797","49424","ANGKUTAN OJEK MOTOR","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1798","49425","ANGKUTAN DARAT WISATA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1799","49429","ANGKUTAN DARAT LAINNYA UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1800","4943","ANGKUTAN DARAT UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1801","49431","ANGKUTAN BERMOTOR UNTUK BARANG UMUM","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1802","49432","ANGKUTAN BERMOTOR UNTUK BARANG KHUSUS","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1803","49433","ANGKUTAN TIDAK BERMOTOR UNTUK BARANG UMUM","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1804","4944","ANGKUTAN JALAN REL PERKOTAAN DAN WISATA UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1805","49441","ANGKUTAN JALAN REL PERKOTAAN","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
